,year,meanBLT_precond,maxBLT_brood,maxBLT_spwn,meanTLT_lrvl_phase,maxTLT_lrvl_phase,meanCST_lrvl_phase,meanLST_lrvl_phase
0,1980.0,7.349084003270975,,10.599989128980383,13.186900513075027,17.694211514247097,-0.042771134084377854,-0.06657496255247491
1,1981.0,7.182712080071931,12.10628705824077,11.577159191699854,13.623732252668642,17.936228184733757,-0.034439442400706566,-0.1117336080529
2,1982.0,7.390816717504654,11.258696761463723,10.21198573845423,12.838096382190884,18.186999660916765,-0.05308635882994624,-0.06902663712525411
3,1983.0,7.945026664927464,12.27186342935922,12.4888405097169,14.279087506029994,19.7074022787196,-0.03505762955307148,-0.04428132977205542
4,1984.0,7.301168725192179,12.950488740606456,10.152655876614258,13.291468197391307,19.05908761222812,-0.02721761813212469,-0.08235307031999978
5,1985.0,7.553416498070241,10.342330126523823,9.629518848003535,12.761294077281407,17.355166403085747,-0.04331134984629677,-0.06556858620829192
6,1986.0,7.420274406285881,11.368836262312678,11.466208720459113,12.698917846231248,17.19653836816789,-0.04475266514234092,-0.04292970270774483
7,1987.0,7.583965253988155,11.183769926500892,11.281142384647326,12.811420512840858,16.483693672883938,-0.04662409532455507,-0.06724309201676995
8,1988.0,7.198392689983874,11.768310954662635,10.082807713475507,12.511104703802728,16.948683884204403,-0.042248206699550796,-0.0644677366839145
9,1989.0,7.445318021641424,10.245242274786655,9.899342892818193,13.492760061956702,18.37494250996372,-0.05027808483167967,-0.028584691247436532
10,1990.0,7.802304719746445,11.222139851537571,9.93018840580007,13.199825749750698,18.32658238241429,-0.039058312119837624,-0.012335314341268964
11,1991.0,7.245880587204735,10.299063088227845,10.279981419650046,12.182649938725447,17.216861207088204,-0.057976185602649166,-0.044452956742906884
12,1992.0,8.003965631333148,11.749765662971463,11.847138121117897,14.17760624254625,18.574080296903375,-0.05264386164593778,-0.056943242089346334
13,1993.0,7.599364760716406,11.67083346792834,10.532142925419835,13.832211775416601,18.171637337215483,-0.012394021750444236,0.0002597008295014275
14,1994.0,7.464008351143701,11.06003867733494,10.663891484985651,13.932562018176759,19.706993809747136,-0.029815587479356434,-0.02804118350718767
15,1995.0,7.507456488449799,11.759286708327942,12.08647814522206,13.766635194357717,18.68537592474753,-0.03616386990694874,-0.01394451390210661
16,1996.0,7.551895266727748,12.53788438490165,11.52091994701509,13.221796780316028,17.158416821487943,-0.03175325951796303,-0.03427072160667364
17,1997.0,7.932266401627108,11.102596681939808,10.257531751207745,14.873546327966054,19.51666294986298,-0.017188102999233755,-0.002738654267281239
18,1998.0,7.733196125982958,13.29562121946286,12.558588787202174,13.562072909283003,18.480362083568014,-0.05242266307417037,-0.0537274542906627
19,1999.0,7.206156485865093,11.521649227828293,9.976856484239462,12.878673738876602,18.037878611176524,-0.03927324393007752,-0.048931078990106784
20,2000.0,7.37308844262283,11.125621595512774,11.167161092165234,13.114439076034369,17.808094272058796,-0.03719779992059065,-0.026541761242085453
21,2001.0,6.841690858502636,11.118928066095833,9.960000525531758,12.551753622077387,17.489411296851323,-0.0453834930671191,-0.05213972327871586
22,2002.0,7.133853985533942,10.80721396643971,9.438730112647743,12.422108168814919,17.59931035418095,-0.046011200019303616,-0.05949774102857821
23,2003.0,7.081832560854607,11.961043289855139,10.68557818476454,13.56378052495812,18.70066256880813,-0.04498659230172286,-0.05612109410344716
24,2004.0,7.421654173572228,10.743984823393182,10.738098299208568,14.192843100220415,18.724187811485667,-0.038490042489158334,-0.04660336975197973
25,2005.0,7.732768007800727,11.219865068448135,12.258952643454254,13.30201804318209,17.789153487530562,-0.03947554413636171,-0.019222109398688632
26,2006.0,7.3913506175590395,11.72208345534241,9.962845618301303,12.737050478376698,16.977003381738317,-0.04585097099965275,-0.03605450541010607
27,2007.0,7.264221094732435,11.435473377537287,10.955784562640316,13.421176247440663,18.792765438730957,-0.02650375897654477,-0.0448791112708735
28,2008.0,6.702950437940492,10.831170783865689,9.676145023952403,11.96074620512942,16.87118721058075,-0.04161984497109599,-0.06356302239647402
29,2009.0,7.012658188324643,10.25223106038787,10.886820354070151,12.502341766950977,17.10127939113221,-0.04285380810082194,-0.04389334210562184
30,2010.0,6.800187752043647,11.391403557162887,11.134674057971674,12.06074402242219,16.015917249096585,-0.032716196359434166,-0.030190314278912174
