time,depth,latitude,longitude,sst,ssta
UTC,m,degrees_north,degrees_east,degree_C,degree_C
1988-11-01T00:00:00Z,0.0,48.0,-124.0,10.196378,-0.2421217
1988-12-01T00:00:00Z,0.0,40.0,-126.0,12.185385,-0.2537403
1988-12-01T00:00:00Z,0.0,40.0,-124.0,11.533059,-0.41502476
1988-12-01T00:00:00Z,0.0,42.0,-126.0,11.376768,-0.22656631
1988-12-01T00:00:00Z,0.0,42.0,-124.0,10.942104,-0.27008343
1988-12-01T00:00:00Z,0.0,44.0,-126.0,10.80964,-0.14604759
1988-12-01T00:00:00Z,0.0,44.0,-124.0,10.535477,-0.1152935
1988-12-01T00:00:00Z,0.0,46.0,-126.0,10.229942,-0.076286316
1988-12-01T00:00:00Z,0.0,46.0,-124.0,9.979124,-0.017666817
1988-12-01T00:00:00Z,0.0,48.0,-126.0,9.459503,-0.03147602
1988-12-01T00:00:00Z,0.0,48.0,-124.0,9.150704,0.015538216
1989-01-01T00:00:00Z,0.0,40.0,-126.0,10.7138605,-0.9232235
1989-01-01T00:00:00Z,0.0,40.0,-124.0,10.434537,-0.9529009
1989-01-01T00:00:00Z,0.0,42.0,-126.0,10.006252,-0.79953957
1989-01-01T00:00:00Z,0.0,42.0,-124.0,9.913125,-0.7144785
1989-01-01T00:00:00Z,0.0,44.0,-126.0,9.460652,-0.6340141
1989-01-01T00:00:00Z,0.0,44.0,-124.0,9.478618,-0.48744392
1989-01-01T00:00:00Z,0.0,46.0,-126.0,8.969384,-0.42801094
1989-01-01T00:00:00Z,0.0,46.0,-124.0,8.98131,-0.2548561
1989-01-01T00:00:00Z,0.0,48.0,-126.0,8.471409,-0.17986107
1989-01-01T00:00:00Z,0.0,48.0,-124.0,8.38827,-0.029957771
1989-02-01T00:00:00Z,0.0,40.0,-126.0,9.916397,-1.4534159
1989-02-01T00:00:00Z,0.0,40.0,-124.0,9.722763,-1.5602856
1989-02-01T00:00:00Z,0.0,42.0,-126.0,9.14759,-1.4471598
1989-02-01T00:00:00Z,0.0,42.0,-124.0,9.069024,-1.5005598
1989-02-01T00:00:00Z,0.0,44.0,-126.0,8.521874,-1.3716049
1989-02-01T00:00:00Z,0.0,44.0,-124.0,8.532632,-1.3794937
1989-02-01T00:00:00Z,0.0,46.0,-126.0,7.9554534,-1.2363172
1989-02-01T00:00:00Z,0.0,46.0,-124.0,7.97144,-1.2040191
1989-02-01T00:00:00Z,0.0,48.0,-126.0,7.4275665,-1.0703716
1989-02-01T00:00:00Z,0.0,48.0,-124.0,7.3726244,-1.0275002
1989-03-01T00:00:00Z,0.0,40.0,-126.0,10.299175,-1.0135956
1989-03-01T00:00:00Z,0.0,40.0,-124.0,10.204033,-1.0333757
1989-03-01T00:00:00Z,0.0,42.0,-126.0,9.529966,-1.089303
1989-03-01T00:00:00Z,0.0,42.0,-124.0,9.532354,-1.1015415
1989-03-01T00:00:00Z,0.0,44.0,-126.0,8.924109,-1.0795774
1989-03-01T00:00:00Z,0.0,44.0,-124.0,9.0582485,-1.0503769
1989-03-01T00:00:00Z,0.0,46.0,-126.0,8.390796,-1.0042448
1989-03-01T00:00:00Z,0.0,46.0,-124.0,8.581509,-0.9352608
